Words,#
シケ,2
あーん,2
異状,2
打っ,2
受け取れ,2
命拾いしたぜ,2
もってけてけ,2
卑しい,2
てらっしゃる,2
刺激した,2
演じ,2
会話した,2
かの変数,2
変数,2
うんざり,2
論理,2
質問の意図,2
丸出し,2
訊いてる,2
ぶっ放し,2
ドラマのワン,2
痛いのは,2
震えて,2
持ちかける,2
会話してる,2
やってんてんのに,2
命の獲り,2
合いしてた,2
忍んで,2
緑,2
指,2
生き様,2
増やす,2
訴える,2
群,2
知恵のくせ,2
達観した,2
就職,2
ムカつい,2
嫌ってて,2
出るのも,2
なんてでき,2
ザラ,2
手玉,2
独身,2
撃たれた,2
かます,2
今の一,2
トラウマ,2
かわいく,2
自慢し,2
褒め言葉,2
意図せ,2
年の差,2
うかがおう,2
命のやり取り,2
アウトロー,2
ささやか,2
完敗,2
寛容,2
損失,2
差支え,2
宝探し,2
財,2
憧れる,2
迷っ,2
美談,2
戦意,2
突きつけて,2
への敬意,2
勘違いしてる,2
敵対する,2
話し合いの余地,2
キレる,2
自分のししてる,2
痛ま,2
開き直り,2
自問,2
自答,2
日頃の行い,2
なけりゃ,2
当人,2
役立た,2
知ってるてるのか,2
わかっててて,2
チクる,2
袋の緒,2
緒,2
悲しま,2
虚しい,2
吸わせて,2
遭ってて,2
キレてる,2
橋の向こう,2
昔のこと,2
方の元,2
そっとして,2
定石,2
見下す,2
君の言い,2
凶暴,2
歩み寄ろう,2
争いの無い,2
セカイ,2
消さ,2
退かせて,2
月並み,2
はずれ,2
ちぇっ,2
動い,2
ちゃおっ,2
こしゃく,2
ちゃうの!,2
めんど,2
大凶,2
隣人,2
切磋,2
琢磨,2
一連,2
良薬,2
苦し,2
表現,2
敬い,2
謙虚,2
悟る,2
振る舞い,2
らの父,2
自責の念,2
類の人間,2
恥の上塗り,2
上塗り,2
殺める,2
眼差し,2
嘘偽り,2
下卑た,2
在るのです,2
忌わし,2
までの貴方,2
父の寛大,2
父の恩恵,2
慢心,2
祈ります,2
父の其れ,2
其れである,2
からの試練,2
貴方のその,2
もたらす,2
定めた,2
なるのです,2
金銭,2
嘆き,2
無欲,2
伴ってて,2
憂い,2
への其れ,2
噛みしめ,2
己の不甲斐な,2
不甲斐な,2
抱き,2
凌ぐ,2
謝罪の意思,2
赤子,2
稚拙,2
悲しませ,2
貴方の行動,2
其れで,2
人間の未来,2
までの行い,2
堕ちた,2
取り合う,2
教授,2
今の貴方,2
期待します,2
達し,2
られているのです,2
貴方のこと,2
恐れて,2
貴方の方,2
耐え,2
耐える,2
気質,2
察しの悪,2
評価している,2
哀れです,2
父の使い,2
世俗,2
聞き分けのない,2
即物,2
主張する,2
施し,2
私の動揺,2
動揺,2
肉体,2
惰眠,2
称賛,2
欲求,2
人間の…,2
言うのです,2
取り憑かれた,2
現実の世界,2
握りつぶす,2
ペテン,2
ちがうのか,2
私のこの,2
よくよく,2
今の人間,2
配慮,2
折る,2
持ち合わせて,2
本望,2
思慮の浅い,2
浅い,2
期待したのが,2
憎悪,2
頬,2
人間の物欲,2
父の世界,2
遅,2
ためで,2
ゴフッ,2
目のかゆみ,2
かゆみ,2
差し出す,2
相当する,2
格の低,2
如何なる,2
一撃,2
人間め,2
授け,2
受けとられ,2
私の行く,2
助力,2
交わす,2
凶賊,2
賊徒,2
別れし,2
貴方の誠意,2
援助,2
命拾い,2
気張る,2
しかと,2
よもや,2
貴方の気力,2
伝わり,2
ご覧,2
むごい,2
同族,2
去る,2
先ほどの続き,2
許します,2
引き下がる,2
了見,2
欲しかったの?,2
悪くして,2
厚意,2
若いのは,2
ひと思い,2
喜ばせ,2
自信の無,2
褒め,2
格好してる,2
物事,2
煎れよう,2
もてなしして,2
殺ってて,2
風体してる,2
据わってるてる,2
老婆,2
折れる,2
お前の将来,2
話の流れ,2
融通,2
こうしてる,2
流行り,2
がんばん,2
独りの時間,2
逝く,2
生き延び,2
戦いの最中,2
下品,2
知れた,2
ダダ,2
短く,2
への不安,2
脂,2
てんのに,2
とるのは,2
大人の方,2
開き直ら,2
自覚してる,2
人間の世界,2
かの縁,2
縁の切れ目,2
生温い,2
生き延びる,2
知恵,2
対人,2
見知り,2
殺った,2
仲良くして,2
早まる,2
券,2
知られ,2
乾いて,2
はってて,2
見どころ,2
俺の仲間,2
大人げ,2
燃え,2
ヌフフ,2
困ん,2
こたぁ,2
世知,2
血の気,2
お前の生命,2
虫の息,2
仲間の命,2
いたぶってて,2
さっきの続き,2
たたた,2
ホンット,2
気の利い,2
向けてる,2
そんなの向け,2
建前,2
君のお,2
買える,2
仕切ってて,2
リードし,2
さのつもり,2
だけでしょう,2
相手してる,2
狙ってるてるの?,2
肉じゃが,2
私の手,2
ソース,2
ちゃったの?,2
洗い物,2
若かっ,2
エッチ,2
拒否する,2
喋りする,2
行列のできる,2
見え見え,2
年上の女,2
思わせ,2
割り切ってて,2
なんに,2
心得てる,2
からかわれてる,2
ヤキモチ,2
私の負け,2
ねだり,2
獲る,2
それする,2
嫌われ,2
話の通じ,2
重視する,2
私の話,2
遣わせ,2
かえ,2
言わす,2
チャーハン,2
他の女,2
依存し,2
合ってて,2
くれてるの?,2
でるのに,2
びっくりし,2
ところの、,2
プロポーズ,2
大目,2
自分のペース,2
欲しいのに,2
こんなの聞い,2
そんなのバレ,2
齢,2
頼りない,2
女心,2
サプライズ,2
ウソつき,2
手の中,2
友情,2
飽きて,2
さよなら,2
イタタタ,2
寝入り,2
あり余ってるてる,2
苦痛,2
開き直ってて,2
極論,2
ベタベタ,2
遠回し,2
ことの方,2
ことの八つ当たり,2
知っててます,2
焼ける,2
解釈,2
引っかかる,2
ドライ,2
しつこ,2
自立して,2
もち,2
アピールする,2
決め手,2
そんなので,2
感心します,2
考えです,2
割り切れ,2
自分の価値,2
られたのは,2
得手,2
フィーリング,2
けさ,2
達観してます,2
人間の流儀,2
抑え,2
物わかり,2
なんてし,2
ワタシのこの,2
思っててたのと,2
じみて,2
ノンビリ,2
惨め,2
イラつき,2
身の危険,2
考えごと,2
身体の調子,2
燃えてる,2
…します,2
悪ふざけ,2
ケチンボ,2
歩み寄り,2
もんです,2
アナタの生命,2
失せ,2
あげますえ,2
痛かった,2
肌,2
アンタの視力,2
年して,2
ズレ,2
スリーブ,2
ズレてる,2
格闘,2
チューして,2
アタシの方,2
あぶ,2
ないの～,2
ナルシスト,2
スタイル,2
手先,2
優しくて,2
好きの裏返し,2
突かれて,2
アンタのせい,2
太り,2
そんなのさ,2
白,2
目立て,2
ウケ,2
帰ってるてる,2
からの『,2
射撃,2
ペタ,2
性格の方,2
ロシアン,2
クオリティ,2
アタシのこと,2
自惚れ,2
自立,2
くれんの?,2
サイアク,2
いーの?,2
ってて,2
アツ,2
あきらめる,2
ねっ,2
思い出したし,2
こいて,2
アンタの言い,2
わーい,2
えーっ,2
ビンボー,2
アンタの仲間,2
たげて,2
たちのキズナ,2
キズナ,2
安心し,2
受けたのか,2
へったくれ,2
わかってるてるのに,2
気の利か,2
周りのお,2
成長のきっかけ,2
薄っぺら,2
仲良くする,2
親のこと,2
勘繰りして,2
チビ,2
時の運,2
アタシの眼力,2
好奇,2
追いはぎ,2
叱ってて,2
叱る,2
もんで,2
離婚,2
優劣,2
アンタの方,2
終,2
高齢,2
ツル,2
合わせてる,2
充実してる,2
やっつけ,2
喜ばして,2
若造,2
昔の思い出,2
上辺,2
ありゃし,2
くわばら,2
楽土,2
アンタのおかげ,2
ヒャッ,2
ヘソクリ,2
方のもと,2
もらえるのか,2
ホレ,2
ヴ,2
かてい,2
むずかしい,2
ことば,2
どら,2
わるくち,2
こく,2
みえ,2
すなお,2
おこった,2
ぜん,2
あたま,2
おしえて,2
ばっかしてる,2
いじ,2
さいく,2
きらい,2
ぎゃく,2
おこる,2
すて,2
くち,2
かち,2
なぞなぞ,2
あいし,2
くぎれ,2
せいかい,2
すぽ,2
あてる,2
どあ,2
ちいさい,2
さい,2
うけ,2
ぷ,2
らい,2
そんなのある,2
こうのとり,2
いちばん,2
おしえ,2
なかよく,2
えっち,2
かんじする,2
うまれる,2
うそつき,2
どろ,2
じゃま,2
はずかしい,2
ぶき,2
こづかい,2
そんした,2
おもいだして,2
いす,2
たべる,2
せんたく,2
きもち,2
おもっててたのと,2
いわれた,2
まつり,2
じぶん,2
あそぶ,2
よそ,2
つかれる,2
だます,2
ふね,2
ぎのみかた,2
おもった,2
チャンの、,2
つよい,2
いたいめ,2
きらわ,2
ちきゅうのため,2
がまんして,2
いがい,2
あぶない,2
つかれた,2
なれなれしい,2
おとこ,2
かってて,2
ふじん,2
よのなか,2
おもったのに,2
コワい,2
ゲホッ,2
しから,2
やく,2
あそぼう,2
かえる,2
あつい,2
どうぐ,2
ハナシし,2
ほしいのって,2
どり,2
かたのお,2
はか,2
にてる,2
つれ,2
たすかっ,2
ざんねん,2
わけて,2
がまんし,2
オノレ,2
煮,2
ルナリ,2
クナリ,2
払,2
ルカ,2
ヤハリ,2
ドコマデモ,2
屍,2
サラス,2
恐レ,2
交,2
カロウ,2
ニク,2
応,2
縄張,2
笑,2
伴,2
己の欲,2
タス,2
ラシ,2
質問の答,2
サテ,2
答,2
タヌ,2
常套,2
句,2
往,2
創ル,2
マシイ,2
シサ,2
トキ,2
ミンナ,2
見ル,2
シナ,2
スレバ,2
無シ,2
ソウイウコトナラ,2
セテ,2
サナカ,2
モト,2
マサ,2
トスル,2
ヤリ,2
慣,2
タラ,2
タチの世界,2
ヌノ,2
ナカナカ,2
団体,2
コソ,2
アクマで,2
貫,2
増,2
ゼイ,2
シム,2
ケテ,2
ダカラ,2
ッテイルノカ,2
定,2
サエ,2
牙,2
ユエ,2
アラズ,2
イナイ,2
スベテ,2
ケレバ,2
デキル,2
ラナイ,2
忘レ,2
鉛弾,2
ルホド,2
響,2
ムゥ,2
エテイル,2
ジャナ,2
人間のメス,2
オス,2
メルラシイ,2
オマエナラ,2
想,2
抜,2
との戦,2
シタカ,2
興,2
思エ,2
叶,2
語ル,2
留,2
ッテクレルナ,2
ラウ,2
耐,2
死体,2
抗,2
セル,2
返り血,2
浴び,2
ソウイウコトカ,2
ッテイナイ,2
ナガラ,2
羨,2
ヨッテ,2
国語の勉強,2
発明,2
サセタカ,2
喜,2
ワカリ,2
ヘの『,2
ワレテ,2
詰,2
ナンダ,2
タシカニ,2
ウカ,2
渡,2
調味,2
断,2
気高,2
収,2
クナイ,2
オマエの言,2
ツマラヌ,2
イテ,2
セメテ,2
トシテ,2
情ケの言葉,2
ホウ,2
馴レ,2
ジャナイノカ,2
ケヌ,2
ワカッテル,2
ダト,2
悲,2
奪,2
サレテ,2
恨,2
従,2
レル,2
狙,2
勝利の美酒,2
美酒,2
酔,2
負ケ,2
ツッコミ,2
イカラ,2
ノゾミ,2
バレレバ,2
差シ,2
グルルル,2
争,2
ヨク,2
アオ,2
アルナラ,2
メイ,2
レイ,2
ダロウ,2
グルルゥ,2
覚,2
ウォーン,2
ソノヨウナ,2
マア,2
ドウスル,2
ミタイナ,2
刺,2
撃テ,2
クレ,2
今日のトコロ,2
ッ子,2
シテモラエルカ,2
イツ,2
嬉,2
シク,2
吸,2
ワセロ,2
リヌ,2
コレデハ,2
帰ル,2
?エ,2
エイ,2
オレハ,2
リピーター,2
アリバイ,2
色紙,2
オイラのファン,2
熱意,2
オイラの知名,2
にわか,2
マスコット,2
キミの都合,2
怒っ,2
広げる,2
オイラの人気,2
大人の対応,2
和式,2
オイラのお,2
だけのモノ,2
ヒミツ,2
出演,2
勝ってるてる,2
ミステリアス,2
ギョーカイ,2
オイラの愛くるし,2
バレてた,2
引退,2
成立する,2
ヒホォ,2
ホォ,2
グッバイ,2
オイラの行く,2
キミの勝ち,2
ヒホホ,2
キミのこと,2
センキューホー,2
ギブ・ミー,2
ミー・ホー,2
オイラの手,2
もらえるの?,2
ピクシー,2
チェンジして,2
一夜,2
関してのニュース,2
放置した,2
増刊,2
オイル,2
爆売れ,2
飛車,2
先週,2
数十,2
国際,2
集団の関与,2
次の場合,2
相手の髪の毛,2
宝石,2
正しいのは,2
憲法,2
火花,2
イーグル,2
指さ,2
必見,2
庁の発表,2
浮き彫り,2
惣菜,2
での放火,2
次ぎ,2
対応の遅れ,2
市民の不安,2
次のニュース,2
硬貨,2
スワン,2
復旧して,2
接続,2
からの不正,2
久慈,2
りせ,2
ごろ,2
強まってて,2
メロン,2
組織のリーダー,2
名指しした,2
死亡した,2
グッドネス,2
同社,2
懸念,2
勢力,2
下る,2
今後の動向,2
にぎわい,2
ほど近い,2
多くの企業,2
明かす,2
との対決,2
登場し,2
大人の休日,2
乗り回した,2
ネコババ,2
離脱,2
注目の高,2
伺えます,2
球児,2
宣言して,2
経ち,2
昨夜,2
呼びかけ,2
透明,2
メジエドの犯行,2
一連の騒動,2
包まれた,2
ピンク,2
夕食,2
抗議の声,2
不払い,2
攻勢,2
話題の、,2
軽,2
ぬるい,2
過熱する,2
過去の犯罪,2
言いふらした,2
罵った,2
課の桧,2
桧,2
焦点,2
への対策,2
団の犯行,2
関連の話題,2
提出,2
テレビの前,2
前のあなた,2
条,2
全ての国民,2
各党の動き,2
名物・天使,2
天使のタルト,2
タルト,2
氏の『,2
くじ引き,2
党首,2
力強い,2
八十,2
豆腐,2
当の獅童,2
勝たれ,2
まっさかり,2
付けれ,2
ヤメロォォォォ,1
あんのよ,1
バケモノ,1
賊め,1
強いの出し,1
ジョーカーの方,1
撃破,1
全滅,1
なぶり殺さ,1
憎め,1
換えて,1
振るえ,1
切り刻め,1
刻め,1
抱く,1
切り裂くのは,1
お前のもの,1
汝のもの,1
シャドウめ,1
迎撃,1
支援して,1
コカ,1
中の基本,1
託したぜ,1
転ばせ,1
残弾,1
キャラクター,1
ワガハイの武器,1
パチンコストラーイクッ,1
そいつの応用,1
応用,1
以外の活かし,1
惜し,1
さぁて,1
最初のステップ,1
ホールド,1
アップして,1
移行する,1
囲む,1
抜群,1
心得のひと,1
ANALYSIS,1
敵の情報,1
突ける,1
該当,1
NAVI,1
機能します,1
追いつかれた,1
ここの警戒,1
望まれてる,1
EX,1
コーン,1
様の手,1
煩わす,1
鴨志田の認知,1
ナメた,1
真似して,1
俺のキッド,1
キッド,1
栄え,1
臣下,1
量のダメージ,1
連打する,1
dummy,1
すっ転ん,1
持ち込んで,1
つきつけて,1
打ちして,1
すっ転ば,1
GOOD,1
BYE,1
属性の大,1
起点,1
攻略の近道,1
竜司の提案,1
攻撃の発想,1
囲まれてる,1
やばく,1
仕事のイロハ,1
一部の行動,1
欲望のはけ口,1
様の愛情,1
詫びろ,1
いよう,1
学校の外,1
としてるぜ,1
軽減する,1
敵の行動,1
予測し,1
様のお,1
膝元,1
ヘマして,1
ドヤ,1
様の御前,1
真贋,1
心おき,1
見定め,1
出合,1
即刻,1
足止め,1
買われてる,1
おとなしい,1
被るのやめ,1
やめたのっ,1
フル・スロットル,1
スロットル,1
